Ensembl Gene ID	Ensembl Transcript ID	Affy zebrafish	HGNC symbol
ENSDARG00000090614	ENSDART00000128063		
ENSDARG00000020795	ENSDART00000044690	Dr.14319.1.A1_at	
ENSDARG00000020795	ENSDART00000122905	Dr.14319.1.A1_at	
ENSDARG00000078676	ENSDART00000124749	Dr.1115.1.S1_at	C25H11orf9
ENSDARG00000077771	ENSDART00000109717		
ENSDARG00000076707	ENSDART00000106688		
ENSDARG00000075935	ENSDART00000109575		
ENSDARG00000037682	ENSDART00000054881		
ENSDARG00000058941	ENSDART00000081912	Dr.22990.1.A1_at	
ENSDARG00000077823	ENSDART00000110721		HMGXB3
ENSDARG00000087941	ENSDART00000129125		
ENSDARG00000032348	ENSDART00000039803		
ENSDARG00000092774	ENSDART00000147430		
ENSDARG00000062379	ENSDART00000090196		SLC35A4
ENSDARG00000079271	ENSDART00000023796	Dr.396.1.A1_at	
ENSDARG00000079271	ENSDART00000137148		
ENSDARG00000079271	ENSDART00000139721		
ENSDARG00000009087	ENSDART00000026021	Dr.7740.1.S1_at	
ENSDARG00000009087	ENSDART00000150000	Dr.7740.1.S1_at	
ENSDARG00000009087	ENSDART00000149844		
ENSDARG00000058108	ENSDART00000104926		EPS8L2 (1 of 2)
ENSDARG00000087209	ENSDART00000126234	Dr.8001.1.S1_x_at	
ENSDARG00000087209	ENSDART00000126234	Dr.8001.1.S1_a_at	
ENSDARG00000076618	ENSDART00000136693	Dr.88.1.A1_at	
ENSDARG00000076618	ENSDART00000141910	Dr.88.1.A1_at	
ENSDARG00000076618	ENSDART00000111735	Dr.88.1.A1_at	
ENSDARG00000019532	ENSDART00000112880	Dr.4938.1.S1_at	
ENSDARG00000019532	ENSDART00000023278	Dr.4938.1.S1_at	
ENSDARG00000019532	ENSDART00000129268	Dr.4938.1.S1_at	
ENSDARG00000090649	ENSDART00000125964		LY86
ENSDARG00000094832	ENSDART00000140383		F13A1 (2 of 3)
ENSDARG00000005355	ENSDART00000140897	Dr.6975.1.A1_at	
ENSDARG00000005355	ENSDART00000014292	Dr.6975.1.A1_at	
ENSDARG00000090571	ENSDART00000121901		
ENSDARG00000078528	ENSDART00000114712	Dr.15239.1.A1_at	PARP6 (1 of 4)
ENSDARG00000018119	ENSDART00000011435	Dr.9766.1.S1_at	
ENSDARG00000023657	ENSDART00000035869		C18H15orf17
ENSDARG00000089352	ENSDART00000074173	Dr.8001.1.S1_x_at	
ENSDARG00000089352	ENSDART00000074173	Dr.8001.1.S1_a_at	
ENSDARG00000003933	ENSDART00000123667	Dr.7952.1.S1_at	
ENSDARG00000003933	ENSDART00000062651	Dr.7952.1.S1_at	
ENSDARG00000003933	ENSDART00000123153	Dr.7952.1.S1_at	
ENSDARG00000019746	ENSDART00000002867	Dr.11937.1.A1_at	
ENSDARG00000019746	ENSDART00000106665	Dr.11937.1.A1_at	
ENSDARG00000019746	ENSDART00000126315	Dr.11937.1.A1_at	
ENSDARG00000062248	ENSDART00000135374		
ENSDARG00000062248	ENSDART00000097705		
ENSDARG00000088551	ENSDART00000129781		
ENSDARG00000062397	ENSDART00000090213		NDST1 (1 of 2)
ENSDARG00000076557	ENSDART00000031211		
ENSDARG00000075898	ENSDART00000109582		SPATA7
ENSDARG00000075898	ENSDART00000131776		SPATA7
ENSDARG00000075898	ENSDART00000141931		SPATA7
ENSDARG00000035225	ENSDART00000051030		
ENSDARG00000042703	ENSDART00000062654		
ENSDARG00000070355	ENSDART00000103153	Dr.14226.1.S1_at	FBXO2
ENSDARG00000019081	ENSDART00000016394	Dr.13011.1.A1_at	DHDH (1 of 2)
ENSDARG00000019081	ENSDART00000134144	Dr.13011.1.A1_at	DHDH (1 of 2)
ENSDARG00000074156	ENSDART00000148835		
ENSDARG00000074156	ENSDART00000149427		
ENSDARG00000074156	ENSDART00000110958		
ENSDARG00000091146	ENSDART00000126532		
ENSDARG00000045956	ENSDART00000067542		
ENSDARG00000045956	ENSDART00000138025		
ENSDARG00000088988	ENSDART00000121455		
ENSDARG00000026738	ENSDART00000081472		APP (2 of 3)
ENSDARG00000091363	ENSDART00000122802		
ENSDARG00000075157	ENSDART00000110235		
ENSDARG00000025285	ENSDART00000035939		
ENSDARG00000073898	ENSDART00000047151		CKAP5 (1 of 2)
ENSDARG00000068735	ENSDART00000127160		
ENSDARG00000028336	ENSDART00000032392	Dr.14189.1.S1_at	
ENSDARG00000089695	ENSDART00000085100		GAPVD1 (2 of 2)
ENSDARG00000045957	ENSDART00000067543		GPR65
ENSDARG00000020744	ENSDART00000024027		
ENSDARG00000087811	ENSDART00000130960		
ENSDARG00000091142	ENSDART00000127701		
ENSDARG00000057345	ENSDART00000028255		
ENSDARG00000061685	ENSDART00000093300		
ENSDARG00000061685	ENSDART00000136140		
ENSDARG00000079942	ENSDART00000113634		BDKRB2
ENSDARG00000008553	ENSDART00000122453		CAPN14 (1 of 4)
ENSDARG00000008553	ENSDART00000024059		CAPN14 (1 of 4)
ENSDARG00000034011	ENSDART00000044678		GABRA2 (2 of 3)
ENSDARG00000093828	ENSDART00000140192	Dr.3828.1.A1_at	
ENSDARG00000038270	ENSDART00000055817		PIGG
ENSDARG00000077159	ENSDART00000108917		TAOK1 (2 of 3)
ENSDARG00000040478	ENSDART00000059243		LRP2BP
ENSDARG00000090616	ENSDART00000130567		C25H11orf49
ENSDARG00000045453	ENSDART00000146887		F13A1 (3 of 3)
ENSDARG00000045453	ENSDART00000066853		F13A1 (3 of 3)
ENSDARG00000057677	ENSDART00000080398		
ENSDARG00000088264	ENSDART00000129783		SNX25
ENSDARG00000091191	ENSDART00000125253	Dr.26296.1.A1_s_at	MAPK8IP1 (2 of 2)
ENSDARG00000091191	ENSDART00000125253	Dr.16932.1.A1_at	MAPK8IP1 (2 of 2)
ENSDARG00000024049	ENSDART00000028606	Dr.6618.1.A1_at	CRY2 (1 of 2)
ENSDARG00000024049	ENSDART00000028606	Dr.10441.1.S1_at	CRY2 (1 of 2)
ENSDARG00000035809	ENSDART00000015092	Dr.6826.1.S1_at	
ENSDARG00000079878	ENSDART00000115027		TMEM151B (1 of 2)
ENSDARG00000040469	ENSDART00000059231	Dr.19202.1.S1_at	
ENSDARG00000091641	ENSDART00000106061	Dr.9619.1.A1_at	WSCD1 (1 of 3)
ENSDARG00000091641	ENSDART00000106061	Dr.12914.1.A1_at	WSCD1 (1 of 3)
ENSDARG00000059425	ENSDART00000141083		SNTG2
ENSDARG00000059425	ENSDART00000082586		SNTG2
ENSDARG00000040465	ENSDART00000059230	Dr.16998.1.A1_at	IRF2 (2 of 2)
ENSDARG00000069781	ENSDART00000135055		C18H15orf60 (2 of 2)
ENSDARG00000069781	ENSDART00000101825		C18H15orf60 (2 of 2)
ENSDARG00000069781	ENSDART00000101826		C18H15orf60 (2 of 2)
ENSDARG00000063569	ENSDART00000093008		LRRC10B
ENSDARG00000079659	ENSDART00000109142		WDR53
ENSDARG00000089183	ENSDART00000125098		C25H11orf66
ENSDARG00000030949	ENSDART00000047013	Dr.9914.1.S1_at	SRPRB
ENSDARG00000063568	ENSDART00000093003		SYT7 (2 of 2)
ENSDARG00000020718	ENSDART00000149425		SLC25A22 (1 of 2)
ENSDARG00000020718	ENSDART00000056278		SLC25A22 (1 of 2)
ENSDARG00000055045	ENSDART00000077348		
ENSDARG00000055045	ENSDART00000149874		
ENSDARG00000043134	ENSDART00000063329	Dr.12362.1.A1_at	
ENSDARG00000043134	ENSDART00000138469	Dr.12362.1.A1_at	
ENSDARG00000088635	ENSDART00000128092		
ENSDARG00000091491	ENSDART00000128015		
ENSDARG00000095394	ENSDART00000135090		C18H15orf60 (1 of 2)
ENSDARG00000095394	ENSDART00000133282		C18H15orf60 (1 of 2)
ENSDARG00000071860	ENSDART00000106619		
ENSDARG00000076356	ENSDART00000112970		TNRC6C (3 of 3)
ENSDARG00000091247	ENSDART00000125436	Dr.17690.2.A1_at	FARS2 (1 of 2)
ENSDARG00000045455	ENSDART00000066855	Dr.17690.2.A1_at	
ENSDARG00000045455	ENSDART00000066855	Dr.17690.1.S1_at	
ENSDARG00000043864	ENSDART00000143245		
ENSDARG00000043864	ENSDART00000064403		
ENSDARG00000089514	ENSDART00000122447		
ENSDARG00000074971	ENSDART00000112669		DHRS13 (5 of 5)
ENSDARG00000086704	ENSDART00000122624		MLF1IP (1 of 2)
ENSDARG00000074626	ENSDART00000144907		LRDD
ENSDARG00000074626	ENSDART00000110105		LRDD
ENSDARG00000079429	ENSDART00000114900		
ENSDARG00000091264	ENSDART00000126603		FRMPD1 (2 of 6)
ENSDARG00000077484	ENSDART00000112818		B4GALNT3 (2 of 3)
ENSDARG00000090421	ENSDART00000073642		SH2B2
ENSDARG00000087008	ENSDART00000110902		FRMPD1 (3 of 6)
ENSDARG00000079415	ENSDART00000114923	Dr.15831.1.S1_at	DNAJC30 (1 of 2)
ENSDARG00000088739	ENSDART00000126328		
ENSDARG00000029088	ENSDART00000042672		
ENSDARG00000058880	ENSDART00000081840		
ENSDARG00000024443	ENSDART00000038301	Dr.5481.1.A1_at	
ENSDARG00000024443	ENSDART00000136474		
ENSDARG00000024443	ENSDART00000136665		
ENSDARG00000043128	ENSDART00000063320	Dr.3454.1.S1_at	
ENSDARG00000090084	ENSDART00000130405		PLCB1 (1 of 2)
ENSDARG00000089522	ENSDART00000127649		
ENSDARG00000053942	ENSDART00000076054		TMX4
ENSDARG00000043133	ENSDART00000063325	Dr.1056.1.S1_at	
ENSDARG00000043133	ENSDART00000146094	Dr.1056.1.S1_at	
ENSDARG00000054835	ENSDART00000129065		
ENSDARG00000054835	ENSDART00000077106		
ENSDARG00000029377	ENSDART00000048483		
ENSDARG00000033280	ENSDART00000046464		LPO
ENSDARG00000012671	ENSDART00000004241	Dr.26207.1.A1_at	
ENSDARG00000012671	ENSDART00000004241	Dr.16113.1.S1_at	
ENSDARG00000091612	ENSDART00000124055		
ENSDARG00000087877	ENSDART00000129581		
ENSDARG00000018020	ENSDART00000004023	Dr.10257.1.A1_at	
ENSDARG00000024160	ENSDART00000030352	Dr.2132.1.A1_at	
ENSDARG00000069888	ENSDART00000102086	Dr.5038.1.S1_at	
ENSDARG00000073754	ENSDART00000112486		
ENSDARG00000041504	ENSDART00000060844		CLDN3 (1 of 3)
ENSDARG00000090827	ENSDART00000127863		FRMPD1 (5 of 6)
ENSDARG00000073955	ENSDART00000113209		PNPLA2
ENSDARG00000091472	ENSDART00000128803		FRMPD1 (4 of 6)
ENSDARG00000089009	ENSDART00000127318		FRMPD1 (6 of 6)
ENSDARG00000079385	ENSDART00000108856		
ENSDARG00000087906	ENSDART00000129861		
ENSDARG00000040463	ENSDART00000059226		
ENSDARG00000034313	ENSDART00000129380	Dr.2790.1.A1_at	PPP5C
ENSDARG00000034313	ENSDART00000102096	Dr.2790.1.A1_at	PPP5C
ENSDARG00000034313	ENSDART00000102103		PPP5C
ENSDARG00000013782	ENSDART00000045539	Dr.3652.1.A1_at	MYO5C
ENSDARG00000045461	ENSDART00000066861	Dr.7143.1.A1_at	ECI2
ENSDARG00000045461	ENSDART00000130841	Dr.7143.1.A1_at	ECI2
ENSDARG00000045461	ENSDART00000131007	Dr.7143.1.A1_at	ECI2
ENSDARG00000088924	ENSDART00000128129		MLF1IP (2 of 2)
ENSDARG00000016713	ENSDART00000021864		DHRS13 (3 of 5)
ENSDARG00000016713	ENSDART00000136023		DHRS13 (3 of 5)
ENSDARG00000013409	ENSDART00000019364	Dr.1463.1.S1_at	
ENSDARG00000044577	ENSDART00000065481		
ENSDARG00000069731	ENSDART00000101702		
ENSDARG00000069731	ENSDART00000141299		
ENSDARG00000074413	ENSDART00000112478		MYO9B (2 of 3)
ENSDARG00000092921	ENSDART00000027720		
ENSDARG00000092921	ENSDART00000136010		
ENSDARG00000037995	ENSDART00000055379	Dr.307.1.S1_at	
ENSDARG00000013669	ENSDART00000022233		NAPB (2 of 2)
ENSDARG00000013389	ENSDART00000014454		GABRA4
ENSDARG00000031496	ENSDART00000041468		AP1AR
ENSDARG00000078976	ENSDART00000114678		NANOS1
ENSDARG00000025131	ENSDART00000031508		
ENSDARG00000094814	ENSDART00000143194		
ENSDARG00000094814	ENSDART00000148332		
ENSDARG00000094814	ENSDART00000142728		
ENSDARG00000094814	ENSDART00000143278		
ENSDARG00000094814	ENSDART00000139822		
ENSDARG00000061267	ENSDART00000087201		CIDEA
ENSDARG00000061267	ENSDART00000135494		CIDEA
ENSDARG00000001249	ENSDART00000129432		
ENSDARG00000001249	ENSDART00000001424		
ENSDARG00000075000	ENSDART00000109284		
ENSDARG00000075000	ENSDART00000149036		
ENSDARG00000055649	ENSDART00000122495		TUBB6
ENSDARG00000055649	ENSDART00000078040		TUBB6
ENSDARG00000055649	ENSDART00000135264		TUBB6
ENSDARG00000037677	ENSDART00000054877	DrAffx.1.75.S1_at	
ENSDARG00000074326	ENSDART00000114691		MCM8
ENSDARG00000038000	ENSDART00000055385	Dr.18235.1.S1_at	CRLS1
ENSDARG00000005814	ENSDART00000015923		KLHL10 (2 of 2)
ENSDARG00000041502	ENSDART00000060839	DrAffx.1.32.S1_at	
ENSDARG00000037675	ENSDART00000054876	Dr.23877.1.S1_at	
ENSDARG00000037675	ENSDART00000054876	Dr.18867.1.S1_at	
ENSDARG00000019442	ENSDART00000026145		AMOTL1
ENSDARG00000045457	ENSDART00000123870	Dr.22729.1.A1_at	
ENSDARG00000023508	ENSDART00000033263	Dr.14010.1.S1_at	
ENSDARG00000023508	ENSDART00000033263	Dr.14798.1.A1_at	
ENSDARG00000006394	ENSDART00000004840	Dr.3160.1.S1_at	
ENSDARG00000006394	ENSDART00000128572	Dr.3160.1.S1_at	
ENSDARG00000091995	ENSDART00000131598		
ENSDARG00000009852	ENSDART00000130307	Dr.10461.1.S1_at	
ENSDARG00000009852	ENSDART00000055885		
ENSDARG00000009852	ENSDART00000025590		
ENSDARG00000089979	ENSDART00000139489		
ENSDARG00000089979	ENSDART00000126561		
ENSDARG00000040532	ENSDART00000059320		
ENSDARG00000011273	ENSDART00000144539	Dr.12588.1.S1_at	
ENSDARG00000011273	ENSDART00000012116	Dr.12588.1.S1_at	
ENSDARG00000055643	ENSDART00000078028	Dr.5040.1.S1_at	
ENSDARG00000055643	ENSDART00000078031	Dr.5040.1.S1_at	
ENSDARG00000030758	ENSDART00000043226	Dr.14300.1.S1_at	
ENSDARG00000074913	ENSDART00000082914		RCSD1 (1 of 2)
ENSDARG00000090925	ENSDART00000131136		
ENSDARG00000090946	ENSDART00000113401		
ENSDARG00000087587	ENSDART00000127121		
ENSDARG00000087669	ENSDART00000125942		UNC13C (1 of 3)
ENSDARG00000043799	ENSDART00000038730		KLHL29 (1 of 2)
ENSDARG00000089928	ENSDART00000123077		
ENSDARG00000043797	ENSDART00000064313		
ENSDARG00000043797	ENSDART00000121806	Dr.10661.1.S1_at	
ENSDARG00000078518	ENSDART00000131820		
ENSDARG00000078518	ENSDART00000112402		
ENSDARG00000095346	ENSDART00000144913		
ENSDARG00000063545	ENSDART00000133984		P2RY2 (1 of 3)
ENSDARG00000063545	ENSDART00000092962		P2RY2 (1 of 3)
ENSDARG00000079363	ENSDART00000110613		LRIG3
ENSDARG00000059394	ENSDART00000082503		C24H7orf10
ENSDARG00000059394	ENSDART00000089409		C24H7orf10
ENSDARG00000093184	ENSDART00000133741		
ENSDARG00000075370	ENSDART00000115317		P2RY2 (3 of 3)
ENSDARG00000091207	ENSDART00000129886		MLNR
ENSDARG00000092609	ENSDART00000054867	Dr.2621.1.A1_at	
ENSDARG00000092609	ENSDART00000140260		
ENSDARG00000092609	ENSDART00000148224		
ENSDARG00000092609	ENSDART00000147437		
ENSDARG00000063549	ENSDART00000092965		P2RY2 (2 of 3)
ENSDARG00000067569	ENSDART00000097261	Dr.18259.1.S1_at	FNDC3A
ENSDARG00000059391	ENSDART00000106527		
ENSDARG00000087221	ENSDART00000126647		
ENSDARG00000007921	ENSDART00000101694	Dr.16221.1.A1_at	
ENSDARG00000007921	ENSDART00000101693	Dr.16221.1.A1_at	
ENSDARG00000007921	ENSDART00000133344		
ENSDARG00000059388	ENSDART00000147468		
ENSDARG00000059388	ENSDART00000082499		
ENSDARG00000076987	ENSDART00000113178	Dr.16352.1.A1_at	SLITRK5 (1 of 2)
ENSDARG00000010373	ENSDART00000004008		
ENSDARG00000075369	ENSDART00000132648	Dr.17874.1.A1_at	
ENSDARG00000075369	ENSDART00000109339	Dr.17874.1.A1_at	
ENSDARG00000075369	ENSDART00000134577		
ENSDARG00000026561	ENSDART00000034165	Dr.15201.1.S1_at	
ENSDARG00000026561	ENSDART00000041746	Dr.15201.1.S1_at	
ENSDARG00000063558	ENSDART00000092977	Dr.23244.1.A1_at	ARHGEF17
ENSDARG00000063558	ENSDART00000144057		ARHGEF17
ENSDARG00000090687	ENSDART00000130968		
ENSDARG00000088917	ENSDART00000124056		VWA5A (2 of 4)
ENSDARG00000089373	ENSDART00000124372		VWA5A (1 of 4)
ENSDARG00000086898	ENSDART00000125786	Dr.14844.1.S1_at	CCDC23
ENSDARG00000089100	ENSDART00000125114		OFCC1
ENSDARG00000045447	ENSDART00000066839		
ENSDARG00000086632	ENSDART00000064307		
ENSDARG00000086632	ENSDART00000127437		
ENSDARG00000075769	ENSDART00000112658		LRCH3
ENSDARG00000002344	ENSDART00000041279	Dr.5605.2.S1_x_at	
ENSDARG00000002344	ENSDART00000041279	Dr.5605.1.S1_a_at	
ENSDARG00000002344	ENSDART00000147110	Dr.5605.2.S1_x_at	
ENSDARG00000002344	ENSDART00000147110	Dr.5605.1.S1_a_at	
ENSDARG00000002344	ENSDART00000134744	Dr.5605.2.S1_x_at	
ENSDARG00000002344	ENSDART00000134744	Dr.5605.1.S1_a_at	
ENSDARG00000002344	ENSDART00000147341		
ENSDARG00000005446	ENSDART00000123666	Dr.26541.1.A1_at	
ENSDARG00000005446	ENSDART00000127575	Dr.26541.1.A1_at	
ENSDARG00000005446	ENSDART00000127575	Dr.26386.2.S1_a_at	
ENSDARG00000005446	ENSDART00000045607	Dr.26541.1.A1_at	
ENSDARG00000090594	ENSDART00000122572		
ENSDARG00000078354	ENSDART00000051754		
ENSDARG00000019976	ENSDART00000143723		
ENSDARG00000019976	ENSDART00000027009		
ENSDARG00000025493	ENSDART00000033865	Dr.989.1.S1_at	SERP1 (1 of 2)
ENSDARG00000068884	ENSDART00000099775	Dr.18466.1.A1_at	FBXO16 (2 of 2)
ENSDARG00000090923	ENSDART00000122752		
ENSDARG00000044479	ENSDART00000074168	Dr.15767.1.A1_at	
ENSDARG00000044479	ENSDART00000074168	Dr.24916.2.S1_at	
ENSDARG00000075391	ENSDART00000112604		
ENSDARG00000075391	ENSDART00000081068		
ENSDARG00000074984	ENSDART00000113532		MTUS2 (2 of 2)
ENSDARG00000076306	ENSDART00000054866		
ENSDARG00000086797	ENSDART00000123760	Dr.23733.2.A1_at	
ENSDARG00000086797	ENSDART00000123760	Dr.23733.1.S1_at	
ENSDARG00000079914	ENSDART00000131173		
ENSDARG00000074611	ENSDART00000134598	Dr.7221.1.A1_at	
ENSDARG00000074611	ENSDART00000142407		
ENSDARG00000074611	ENSDART00000111491		
ENSDARG00000063539	ENSDART00000092942		
ENSDARG00000002776	ENSDART00000026904		
ENSDARG00000002776	ENSDART00000141251		
ENSDARG00000002776	ENSDART00000141598		
ENSDARG00000002776	ENSDART00000143104		
ENSDARG00000089391	ENSDART00000125194		
ENSDARG00000053830	ENSDART00000110521		NLRX1 (9 of 41)
ENSDARG00000092547	ENSDART00000147456		
ENSDARG00000088879	ENSDART00000124932		FOXO1 (1 of 3)
ENSDARG00000089677	ENSDART00000126306		
ENSDARG00000058869	ENSDART00000081802		NEK3
ENSDARG00000088150	ENSDART00000126433		
ENSDARG00000078683	ENSDART00000112698		RNF14 (5 of 5)
ENSDARG00000069717	ENSDART00000101675		
ENSDARG00000069717	ENSDART00000110484	Dr.10151.1.A1_a_at	
ENSDARG00000078808	ENSDART00000109374		
ENSDARG00000090710	ENSDART00000121752		RNF14 (3 of 5)
ENSDARG00000093276	ENSDART00000137405		
ENSDARG00000091727	ENSDART00000110227		RNF14 (2 of 5)
ENSDARG00000004148	ENSDART00000019920		
ENSDARG00000002794	ENSDART00000042580		RNF14 (4 of 5)
ENSDARG00000091701	ENSDART00000125488		
ENSDARG00000044475	ENSDART00000065313		
ENSDARG00000089116	ENSDART00000123014		
ENSDARG00000074542	ENSDART00000109966		
ENSDARG00000063564	ENSDART00000130783		
ENSDARG00000063564	ENSDART00000092997		
ENSDARG00000090672	ENSDART00000130738		
ENSDARG00000087344	ENSDART00000123787		
ENSDARG00000062552	ENSDART00000090624		
ENSDARG00000076326	ENSDART00000108486		MAML2
ENSDARG00000088864	ENSDART00000121636		
ENSDARG00000090436	ENSDART00000114187		
ENSDARG00000069867	ENSDART00000102022	Dr.17691.1.A1_at	
ENSDARG00000092494	ENSDART00000139075	Dr.3828.1.A1_at	
ENSDARG00000094947	ENSDART00000134011		
ENSDARG00000091566	ENSDART00000124783		ZNF251 (22 of 34)
ENSDARG00000040261	ENSDART00000105394	DrAffx.2.9.S1_s_at	
ENSDARG00000040261	ENSDART00000081849		
ENSDARG00000040261	ENSDART00000131430	DrAffx.2.9.S1_s_at	
ENSDARG00000040261	ENSDART00000081854		
ENSDARG00000093582	ENSDART00000144572		
ENSDARG00000091014	ENSDART00000130517		
ENSDARG00000042863	ENSDART00000149872		
ENSDARG00000042863	ENSDART00000062909		
ENSDARG00000090420	ENSDART00000122771		
ENSDARG00000067507	ENSDART00000097144		
ENSDARG00000067507	ENSDART00000126777		
ENSDARG00000071823	ENSDART00000106513		ADARB2
ENSDARG00000071823	ENSDART00000139596		ADARB2
ENSDARG00000093566	ENSDART00000135491		
ENSDARG00000078340	ENSDART00000075592		
ENSDARG00000075654	ENSDART00000109207		CCDC135
ENSDARG00000068975	ENSDART00000099981		
ENSDARG00000062375	ENSDART00000090173		
ENSDARG00000070602	ENSDART00000103852		
ENSDARG00000025912	ENSDART00000128638		BSCL2 (2 of 2)
ENSDARG00000087230	ENSDART00000127369	Dr.25660.1.A1_at	
ENSDARG00000091809	ENSDART00000123102		EHD1 (2 of 3)
ENSDARG00000086083	ENSDART00000124658		
ENSDARG00000076256	ENSDART00000114758		GPR171
ENSDARG00000094076	ENSDART00000131853		
ENSDARG00000087514	ENSDART00000121856		
ENSDARG00000077734	ENSDART00000112045		
ENSDARG00000078110	ENSDART00000111352		
ENSDARG00000076698	ENSDART00000110800		
ENSDARG00000078833	ENSDART00000108901		GPR87
ENSDARG00000090495	ENSDART00000128283		
ENSDARG00000090495	ENSDART00000129353		
ENSDARG00000015974	ENSDART00000008485		
ENSDARG00000028000	ENSDART00000033394	Dr.12547.1.A1_at	PFKP (2 of 2)
ENSDARG00000028000	ENSDART00000131753		PFKP (2 of 2)
ENSDARG00000053488	ENSDART00000114935		
ENSDARG00000053488	ENSDART00000075525		
ENSDARG00000086439	ENSDART00000123526		
ENSDARG00000026757	ENSDART00000028481	Dr.7739.1.S1_at	
ENSDARG00000088236	ENSDART00000110156		RNH1 (22 of 23)
ENSDARG00000079382	ENSDART00000111681	Dr.18110.1.A1_at	HDX
ENSDARG00000042595	ENSDART00000062480		P2RY6
ENSDARG00000091766	ENSDART00000121713		
ENSDARG00000078123	ENSDART00000114010		SLITRK3 (1 of 2)
ENSDARG00000074446	ENSDART00000110153		
ENSDARG00000075118	ENSDART00000110351	Dr.19153.1.A1_at	SI
ENSDARG00000012772	ENSDART00000008337		
ENSDARG00000029189	ENSDART00000045474		ANO7
ENSDARG00000002538	ENSDART00000098346	Dr.5094.1.S1_at	
ENSDARG00000086793	ENSDART00000127529		
ENSDARG00000087841	ENSDART00000125867		ECE2
ENSDARG00000052780	ENSDART00000127240		
ENSDARG00000052780	ENSDART00000074703		
ENSDARG00000087126	ENSDART00000127682		CDHR5 (1 of 2)
ENSDARG00000094204	ENSDART00000147184		
ENSDARG00000089390	ENSDART00000129978		
ENSDARG00000076651	ENSDART00000122282	Dr.15163.1.A1_at	
ENSDARG00000076651	ENSDART00000110598	Dr.15163.1.A1_at	
ENSDARG00000075993	ENSDART00000035944		CLIC5 (3 of 3)
ENSDARG00000077514	ENSDART00000112983		SLITRK1
ENSDARG00000071304	ENSDART00000105344		TBC1D2
ENSDARG00000014311	ENSDART00000021120		
ENSDARG00000090982	ENSDART00000121552		SLC44A1 (1 of 3)
ENSDARG00000006877	ENSDART00000081883		
ENSDARG00000006877	ENSDART00000004043		
ENSDARG00000076931	ENSDART00000043112		CAPN7
ENSDARG00000079009	ENSDART00000149783		
ENSDARG00000079009	ENSDART00000149393		
ENSDARG00000079009	ENSDART00000051556		
ENSDARG00000079009	ENSDART00000148461		
ENSDARG00000067665	ENSDART00000097455	Dr.15023.1.S1_at	
ENSDARG00000040259	ENSDART00000058897		RAB42
ENSDARG00000020443	ENSDART00000017244		XKR6 (2 of 2)
ENSDARG00000029072	ENSDART00000147849	Dr.20339.1.S1_at	
ENSDARG00000029072	ENSDART00000033494	Dr.20339.1.S1_at	
ENSDARG00000075206	ENSDART00000113885	Dr.19057.1.S1_at	C17H8orf74
ENSDARG00000089458	ENSDART00000126764	Dr.12929.1.A1_at	RP1L1 (1 of 2)
ENSDARG00000040258	ENSDART00000058894		
ENSDARG00000040258	ENSDART00000149729		
ENSDARG00000087966	ENSDART00000097502	Dr.3828.1.A1_at	
ENSDARG00000088844	ENSDART00000130299		DEAF1
ENSDARG00000095075	ENSDART00000133790		
ENSDARG00000035831	ENSDART00000051999	Dr.8293.1.S1_at	
ENSDARG00000035831	ENSDART00000051998	Dr.8293.1.S1_at	
ENSDARG00000035831	ENSDART00000077947	Dr.8293.1.S1_at	
ENSDARG00000095961	ENSDART00000148799		
ENSDARG00000094185	ENSDART00000133540	Dr.24664.1.S1_at	
ENSDARG00000094070	ENSDART00000131497		
ENSDARG00000042837	ENSDART00000062874	Dr.4686.1.S1_at	
ENSDARG00000086620	ENSDART00000148916		GCKR
ENSDARG00000086620	ENSDART00000128238		GCKR
ENSDARG00000093815	ENSDART00000140163		
ENSDARG00000038363	ENSDART00000012603		
ENSDARG00000010183	ENSDART00000035894		VWA5A (3 of 4)
ENSDARG00000094547	ENSDART00000139450		
ENSDARG00000069723	ENSDART00000143614		ZBBX
ENSDARG00000069723	ENSDART00000101686		ZBBX
ENSDARG00000063677	ENSDART00000133360		CCNY
ENSDARG00000063677	ENSDART00000138943		CCNY
ENSDARG00000063677	ENSDART00000093256		CCNY
ENSDARG00000009949	ENSDART00000019905		FNDC4 (2 of 2)
ENSDARG00000074014	ENSDART00000110276		
ENSDARG00000040255	ENSDART00000058890		
ENSDARG00000074181	ENSDART00000057160		LRRC24 (2 of 2)
ENSDARG00000008423	ENSDART00000049863		
ENSDARG00000042835	ENSDART00000128602	Dr.5424.1.A1_at	
ENSDARG00000042835	ENSDART00000062868	Dr.5424.1.A1_at	
ENSDARG00000045438	ENSDART00000066836		GJD4
ENSDARG00000009257	ENSDART00000085341		
ENSDARG00000045444	ENSDART00000066835	Dr.8830.1.S1_at	
ENSDARG00000045444	ENSDART00000066835	Dr.23451.1.S1_s_at	
ENSDARG00000086458	ENSDART00000127600	Dr.1758.1.S1_at	HDAC10
ENSDARG00000086402	ENSDART00000127801		
ENSDARG00000094934	ENSDART00000132701		
ENSDARG00000075662	ENSDART00000113218		
ENSDARG00000076331	ENSDART00000112148		
ENSDARG00000076331	ENSDART00000130649		
ENSDARG00000035054	ENSDART00000046902	Dr.20373.2.A1_at	
ENSDARG00000087642	ENSDART00000124681		
ENSDARG00000087182	ENSDART00000114843		
ENSDARG00000045442	ENSDART00000121576	Dr.25309.1.A1_at	
ENSDARG00000045442	ENSDART00000121576	Dr.25018.1.S1_at	
